date,Skew,Trend,50% skew / 50% trend
1990-05-18,0.0,0.0,0.0
1990-05-21,0.0,0.0,0.0
1990-05-22,0.0,0.0,0.0
1990-05-23,0.0,0.0,0.0
1990-05-24,0.0,0.0,0.0
1990-05-25,0.0,0.0,0.0
1990-05-29,0.0,0.0,0.0
1990-05-30,0.0,0.0,0.0
1990-05-31,0.0,0.0,0.0
1990-06-01,0.0,0.0,0.0
1990-06-04,0.0,0.0,0.0
1990-06-05,0.0,0.0,0.0
1990-06-06,0.0,0.0,0.0
1990-06-07,0.0,0.0,0.0
1990-06-08,0.0,0.0,0.0
1990-06-11,0.0,0.0,0.0
1990-06-12,0.0007678611480082078,0.0,0.0003839305740041039
1990-06-13,-0.004773329066104455,0.0,-0.0023866645330522275
1990-06-14,-0.0062175095681652245,0.0,-0.0031087547840826122
1990-06-15,0.005095748470530563,0.0,0.0025478742352652815
1990-06-18,-0.00019280861815937892,0.0,-9.640430907968946e-05
1990-06-19,0.0001861124599170947,0.0,9.305622995854735e-05
1990-06-20,0.003579945947864725,0.0,0.0017899729739323624
1990-06-21,0.0002854212780101979,0.0,0.00014271063900509894
1990-06-22,-0.0010805756680820943,0.0,-0.0005402878340410471
1990-06-25,0.005867552055030039,0.0,0.0029337760275150197
1990-06-26,-0.005217690038215419,0.0,-0.0026088450191077096
1990-06-27,-0.000772241121984264,0.0,-0.000386120560992132
1990-06-28,-0.0036974661807927527,0.0,-0.0018487330903963763
1990-06-29,0.0016741565465189813,0.0,0.0008370782732594907
1990-07-02,0.0010086148832791676,0.0,0.0005043074416395838
1990-07-03,0.00017937456588720374,0.0,8.968728294360187e-05
1990-07-05,0.0015368993267642855,0.0,0.0007684496633821428
1990-07-06,0.010145741672864033,0.0,0.005072870836432017
1990-07-09,0.0019369901857815442,0.0,0.0009684950928907721
1990-07-10,-0.006706573180757513,0.0,-0.0033532865903787563
1990-07-11,-0.0012741251405321142,0.0,-0.0006370625702660571
1990-07-12,-0.0014826260626461247,0.0,-0.0007413130313230624
1990-07-13,0.0018851731661174852,0.0,0.0009425865830587426
1990-07-16,0.0014545065370839226,0.0,0.0007272532685419613
1990-07-17,-0.0035456044022081014,0.0,-0.0017728022011040507
1990-07-18,0.0015672983702404164,0.0,0.0007836491851202082
1990-07-19,0.0009344592667951748,0.0,0.0004672296333975874
1990-07-20,-0.0011298066385063343,0.0,-0.0005649033192531672
1990-07-23,0.0005802421714957385,0.0,0.00029012108574786926
1990-07-24,0.0020758506757187862,0.0,0.0010379253378593931
1990-07-25,0.0021667863898056977,0.0,0.0010833931949028488
1990-07-26,-0.00029542103079396203,0.0,-0.00014771051539698101
1990-07-27,-0.006395904748306363,0.0,-0.0031979523741531815
1990-07-30,-0.007774249272130682,0.0,-0.003887124636065341
1990-07-31,-0.0013799182326353476,0.0,-0.0006899591163176738
1990-08-01,-0.002480496261857706,0.0,-0.001240248130928853
1990-08-02,0.011471030114898194,0.0,0.005735515057449097
1990-08-03,0.0008330891334075248,0.0,0.0004165445667037624
1990-08-06,0.019354661193166464,0.0,0.009677330596583232
1990-08-07,0.004476774223257078,0.0,0.002238387111628539
1990-08-08,-0.0009141835534002646,0.0,-0.0004570917767001323
1990-08-09,-0.0011893297117911241,0.0,-0.0005946648558955621
1990-08-10,0.0042078755020543345,0.0,0.0021039377510271673
1990-08-13,-0.000739965900150572,0.0,-0.000369982950075286
1990-08-14,0.00012926621817737645,0.0,6.463310908868823e-05
1990-08-15,-0.0032794436214351047,0.0,-0.0016397218107175524
1990-08-16,0.0025772342892109172,0.0,0.0012886171446054586
1990-08-17,1.612457274461108e-05,0.0,8.06228637230554e-06
1990-08-20,-0.0009369444574063778,0.0,-0.0004684722287031889
1990-08-21,-0.000866809250318284,0.0,-0.000433404625159142
1990-08-22,-0.0010835865272905531,0.0,-0.0005417932636452766
1990-08-23,-0.0036103428057566956,0.0,-0.0018051714028783478
1990-08-24,0.004868230331464122,0.0,0.002434115165732061
1990-08-27,-0.014147349703378175,0.0,-0.007073674851689088
1990-08-28,-0.0015841755555211026,0.0,-0.0007920877777605513
1990-08-29,-0.0003094315481273586,0.0,-0.0001547157740636793
1990-08-30,0.0011444366279288226,0.0,0.0005722183139644113
1990-08-31,-0.0009910574951417354,0.0,-0.0004955287475708677
1990-09-04,-0.0003537444104234201,0.0,-0.00017687220521171005
1990-09-05,-0.004143708171264967,0.0,-0.0020718540856324835
1990-09-06,-0.0024109170043698476,0.0,-0.0012054585021849238
1990-09-07,-0.0009114750938771646,0.0,-0.0004557375469385823
1990-09-10,-0.001523930311974185,0.0,-0.0007619651559870925
1990-09-11,0.0009092781488698033,0.0,0.00045463907443490166
1990-09-12,-0.004951828273683154,0.0,-0.002475914136841577
1990-09-13,-0.0037477451307684657,0.0,-0.0018738725653842329
1990-09-14,0.0022308767189975916,0.0,0.0011154383594987958
1990-09-17,0.0020116310026985127,0.0,0.0010058155013492563
1990-09-18,0.0013756934355712584,0.0,0.0006878467177856292
1990-09-19,-0.0007297571865283642,0.0,-0.0003648785932641821
1990-09-20,0.0011083095920347594,0.0,0.0005541547960173797
1990-09-21,-0.001059681591413138,0.0,-0.000529840795706569
1990-09-24,0.006129958137463296,0.0,0.003064979068731648
1990-09-25,-0.0014462836070845415,0.0,-0.0007231418035422708
1990-09-26,0.00048489067270423967,0.0,0.00024244533635211984
1990-09-27,-0.0033151733761824383,0.0,-0.0016575866880912192
1990-09-28,-0.002534723808027018,0.0,-0.001267361904013509
1990-10-01,-0.00576634160376032,0.0,-0.00288317080188016
1990-10-02,-0.0006791452087054858,0.0,-0.0003395726043527429
1990-10-03,-0.0008240505545690634,0.0,-0.0004120252772845317
1990-10-04,-0.00431190870798758,0.0,-0.00215595435399379
1990-10-05,-0.002703498210056012,0.0,-0.001351749105028006
1990-10-08,-0.0011979689843423691,0.0,-0.0005989844921711846
1990-10-09,0.0034257913676575347,0.0,0.0017128956838287674
1990-10-10,-0.0009340135520115169,0.0,-0.00046700677600575847
1990-10-11,-0.00045337157857242255,0.0,-0.00022668578928621127
1990-10-12,-0.004975717536033649,0.0,-0.0024878587680168245
1990-10-15,-0.006958207277206048,0.0,-0.003479103638603024
1990-10-16,-0.006764191607811621,0.0,-0.0033820958039058103
1990-10-17,-0.0013442089616168787,-0.003775488358226579,-0.002559848659921729
1990-10-18,-0.002259656967505038,-0.003325426517346246,-0.0027925417424256417
1990-10-19,0.0026030555705002754,-0.017811922968640037,-0.007604433699069881
1990-10-22,0.00017494586375846756,-0.0038972908841231105,-0.0018611725101823214
1990-10-23,0.0032515314130049265,-0.0034202594748026227,-8.436403089884812e-05
1990-10-24,-0.0026089666590146604,0.0034914013295983697,0.00044121733529185465
1990-10-25,0.0016170708746620676,-0.004802871279093699,-0.0015929002022158157
1990-10-26,-0.0006032427286647794,0.009705755141819004,0.004551256206577112
1990-10-29,0.0020250928984119733,0.004890132934962351,0.003457612916687162
1990-10-30,0.0028910534924129466,-0.002068177003294878,0.00041143824455903435
1990-10-31,0.001815430244329285,-0.009342632888047596,-0.0037636013218591553
1990-11-01,0.00010561341898095302,-0.01262271226858097,-0.006258549424800008
1990-11-02,-0.005303334095833092,0.002460777419561598,-0.001421278338135747
1990-11-05,-0.002076755185412626,-0.003607380272765343,-0.0028420677290889847
1990-11-06,0.005049406928262636,-0.0038263940431914984,0.0006115064425355689
1990-11-07,-0.000618388730986225,0.007737346742353754,0.0035594790056837646
1990-11-08,0.001307757103519599,-0.004671457800395096,-0.0016818503484377486
1990-11-09,0.0013074183505317881,-0.007742066813422164,-0.0032173242314451882
1990-11-12,-0.002936091258689818,-0.011398426310440806,-0.007167258784565312
1990-11-13,0.0041447439352987,-0.0009208114753424441,0.001611966229978128
1990-11-14,-0.0015569182617310535,0.01357058038111084,0.006006831059689893
1990-11-15,0.0010556228848125234,0.005502557579346679,0.0032790902320796013
1990-11-16,-0.0022375143791289534,-0.011753851991044732,-0.0069956831850868425
1990-11-19,-0.002377181680912133,0.002628177764399538,0.0001254980417437024
1990-11-20,0.0005977602881401508,0.007923140434800007,0.0042604503614700785
1990-11-21,-0.007427431215637607,-0.007506498492554559,-0.007466964854096083
1990-11-23,0.0014174433733715936,-0.0012710724524455503,7.318546046302169e-05
1990-11-26,0.007131078160618216,-0.002495923015857497,0.0023175775723803596
1990-11-27,-0.007090252686043081,0.006919438766375674,-8.540695983370351e-05
1990-11-28,0.00804018964451581,-0.004581180313067378,0.001729504665724216
1990-11-29,0.01666616677866305,-0.014871700043419174,0.000897233367621938
1990-11-30,-0.007053111338847317,-0.005856234467671147,-0.006454672903259232
1990-12-03,0.004955783072967519,-0.01061991302305957,-0.0028320649750460253
1990-12-04,-0.007063934991132404,-0.001075967864528043,-0.004069951427830223
1990-12-05,0.0005814493089532715,-0.0022105263110594633,-0.0008145385010530959
1990-12-06,-0.009874868044051436,0.005864981640092463,-0.0020049432019794864
1990-12-07,-0.006203150342690294,-0.014855072267563689,-0.01052911130512699
1990-12-10,0.008026364418414244,-0.012388733212536746,-0.002181184397061251
1990-12-11,-0.0010865209497011759,-0.001726365166864661,-0.0014064430582829185
1990-12-12,-0.004242012314409941,2.5796520906150295e-05,-0.002108107896751895
1990-12-13,0.005128693356684852,0.000385957090922011,0.0027573252238034317
1990-12-14,0.006430916263119629,-0.0013676313693669908,0.0025316424468763187
1990-12-17,0.00119999613788081,-0.003881771639180529,-0.0013408877506498594
1990-12-18,-0.0016467976349201635,-0.00020214965516490707,-0.0009244736450425353
1990-12-19,0.008680761729091184,0.006015965830692235,0.0073483637798917095
1990-12-20,0.01049345328168563,-0.0025548212858543047,0.003969315997915663
1990-12-21,0.004805833678837027,0.0018371655031401378,0.0033214995909885826
1990-12-24,0.009316075582414757,-0.004018426199771034,0.0026488246913218614
1990-12-26,-0.0029505392044968807,-0.01329388917078246,-0.00812221418763967
1990-12-27,-5.9625197198569214e-05,0.0009523668975342965,0.00044637085016786365
1990-12-28,-0.005758274865309686,0.01039219281948845,0.0023169589770893825
1990-12-31,-0.0025237930252213162,-0.0033318644965655494,-0.002927828760893433
1991-01-02,-0.006694366068926107,0.0033387106711449195,-0.0016778276988905938
1991-01-03,-0.008477631472887196,0.01105376424318066,0.0012880663851467323
1991-01-04,0.008435954105684287,-0.009636624696157382,-0.0006003352952365475
1991-01-07,0.017887939319178713,-0.0054674902354292605,0.006210224541874726
1991-01-08,-0.001222168955590834,0.010758807893487023,0.004768319468948094
1991-01-09,0.003386686868786664,0.0038853985365490734,0.0036360427026678687
1991-01-10,-0.010936904382858048,-0.0075179360668228105,-0.00922742022484043
1991-01-11,0.00015420409102799104,0.00563643344733822,0.0028953187691831057
1991-01-14,0.009664036480840929,0.00040448718903241757,0.0050342618349366736
1991-01-15,-0.0017911222980134586,-0.0039612371901873444,-0.0028761797441004015
1991-01-16,0.00964816755140743,-0.01885440820104665,-0.004603120324819611
1991-01-17,-0.04066500413720334,-0.0011704791278450786,-0.020917741632524207
1991-01-18,-0.005924800446812388,0.007018036836265356,0.0005466181947264837
1991-01-21,-0.001301046976039918,0.0029166976700998304,0.0008078253470299562
1991-01-22,0.006952480179024392,-0.009485043980125793,-0.0012662819005507006
1991-01-23,-0.006157760817620428,0.006320595106491623,8.141714443559746e-05
1991-01-24,-0.0016906998783592002,0.0015959322032714188,-4.7383837543890704e-05
1991-01-25,0.009562699938439334,-0.013646323295496221,-0.0020418116785284436
1991-01-28,-0.00325013912742931,0.002763122841586555,-0.00024350814292137756
1991-01-29,0.002328096568690611,0.0005275083867489446,0.001427802477719778
1991-01-30,-0.007552848549006881,0.0008408070726214977,-0.0033560207381926914
1991-01-31,-0.0026039602034385744,-0.0002934964005858583,-0.0014487283020122163
1991-02-01,-0.00577202908812892,0.013736284497839544,0.0039821277048553115
1991-02-04,-0.006033322345267861,0.001184954386568332,-0.0024241839793497644
1991-02-05,-0.013634705727273455,0.011873329334800672,-0.0008806881962363919
1991-02-06,-0.013840287188281612,0.015838401967746586,0.000999057389732487
1991-02-07,0.006556906819039912,-0.009913418583781444,-0.0016782558823707659
1991-02-08,-0.00020037630019547367,0.004642771982671289,0.0022211978412379077
1991-02-11,-0.005765178912458651,0.00611414092965204,0.0001744810085966943
1991-02-12,0.0017021583956781223,-0.0014549719024549576,0.00012359324661158236
1991-02-13,0.009038938697634068,-0.009244835199123775,-0.00010294825074485311
1991-02-14,0.0038430992604521082,-0.0058062202947119345,-0.0009815605171299131
1991-02-15,0.0020306967728779875,0.00010930179430135654,0.001069999283589672
1991-02-19,0.0076197447176236735,-0.007123375554031775,0.00024818458179594934
1991-02-20,0.0007512230609765935,-0.00546769431172852,-0.0023582356253759634
1991-02-21,-0.0014388953025916828,-0.0014978594680070212,-0.001468377385299352
1991-02-22,0.005296034892073455,-0.006056430540387479,-0.00038019782415701225
1991-02-25,0.009107624197343105,-0.010701972790386788,-0.0007971742965218413
1991-02-26,0.010134155140364219,-0.012420037386269657,-0.001142941122952719
1991-02-27,-0.005215166162962926,0.0035234510827529385,-0.0008458575401049939
1991-02-28,0.021305885296814823,-0.024157944832305968,-0.0014260297677455725
1991-03-01,0.02669874998539158,-0.03032021174127639,-0.0018107308779424045
1991-03-04,0.0043347536229832355,-2.422322983687543e-05,0.00215526519657318
1991-03-05,-0.0005587491262772177,0.0050461250253219835,0.002243687949522383
1991-03-06,-0.002274461507853563,-0.001016492787602319,-0.0016454771477279412
1991-03-07,-0.005573463082602084,0.00478942580656419,-0.00039201863801894676
1991-03-08,0.018111571155470053,-0.021250269033071565,-0.0015693489388007558
1991-03-11,-0.01229565890069764,0.015341596681795671,0.0015229688905490152
1991-03-12,0.0035799909837165725,-0.007993741089968765,-0.0022068750531260965
1991-03-13,-0.008027954784811874,0.009716124126568762,0.0008440846708784441
1991-03-14,-0.005185990477014277,-0.0016275828165071018,-0.0034067866467606895
1991-03-15,0.007687079611060185,-0.005305067417274714,0.0011910060968927357
1991-03-18,0.00639066552217867,-0.00962599346248621,-0.00161766397015377
1991-03-19,0.014612148877089906,-0.019280565954592797,-0.0023342085387514453
1991-03-20,-0.008532101926165919,0.011387423876014659,0.0014276609749243703
1991-03-21,-0.010235027503748008,0.009475377728715755,-0.0003798248875161265
1991-03-22,0.004184779549818926,-0.004890773042944725,-0.00035299674656289956
1991-03-25,0.0028229671268539674,-0.0023929369662319252,0.0002150150803110211
1991-03-26,-0.008575358901174888,0.01209932436158502,0.0017619827302050662
1991-03-27,-0.0005119034928352205,-0.0016939043172938069,-0.0011029039050645137
1991-03-28,0.004811422079040286,-0.004205109807090237,0.0003031561359750244
1991-04-01,0.008953132015424402,-0.01844575004813957,-0.0047463090163575835
1991-04-02,-0.014823175754116832,0.01847421240600594,0.0018255183259445543
1991-04-03,0.0018728541785760962,-0.005359158356440942,-0.001743152088932423
1991-04-04,-0.01101670301216937,0.015162558429378753,0.002072927708604691
1991-04-05,0.0015413780592301758,-0.006189481061884791,-0.0023240515013273075
1991-04-08,0.0005260123577116648,0.001901015235255529,0.001213513796483597
1991-04-09,0.0026814835477133197,0.00388515141208674,0.00328331747990003
1991-04-10,0.017662301715170643,-0.022655890555229746,-0.002496794420029551
1991-04-11,-0.007310945330057523,0.006252665988130194,-0.0005291396709636645
1991-04-12,-0.012066543723803485,0.013761928521308803,0.0008476923987526591
1991-04-15,-0.006840708775965043,0.014911722001028858,0.0040355066125319075
1991-04-16,-0.002145270988686929,0.0008025236040865857,-0.0006713736923001717
1991-04-17,0.0017980428693988386,0.0057809235531110946,0.0037894832112549664
1991-04-18,0.0021906464637824734,-0.010869699059354667,-0.004339526297786097
1991-04-19,0.0037850912229764307,-0.019172988840851314,-0.007693948808937442
1991-04-22,0.008101551896928185,-0.006360114844095232,0.0008707185264164763
1991-04-23,-0.00709880522082734,0.001564254815110366,-0.0027672752028584865
1991-04-24,-0.007302748747479446,0.00944031487582507,0.0010687830641728123
1991-04-25,-0.0010307120822993982,0.002128238690135616,0.0005487633039181089
1991-04-26,-0.002576129436608216,0.005483897345752624,0.001453883954572204
1991-04-29,0.00046414386509372444,0.012202361987151687,0.006333252926122706
1991-04-30,0.0018157861121161484,0.00513200680711066,0.0034738964596134044
1991-05-01,-9.516703702600298e-05,-3.3456126779776767e-06,-4.925632485199033e-05
1991-05-02,-0.0030056996172097643,0.004186122806702949,0.0005902115947465922
1991-05-03,0.006132321584825844,-0.01282494361022438,-0.003346311012699268
1991-05-06,0.004076319257995276,-0.0017800069292275699,0.0011481561643838533
1991-05-07,0.005907486818164174,0.002345417379796742,0.0041264520989804584
1991-05-08,-0.0010806588209876272,0.005156323503955,0.0020378323414836867
1991-05-09,-0.002211814307339548,0.0004063495371986786,-0.0009027323850704346
1991-05-10,0.017665991250512714,-0.01595660985355568,0.0008546906984785163
1991-05-13,-0.00230245941331327,0.009477516075243797,0.0035875283309652634
1991-05-14,0.008470115465669748,-0.002679946405550731,0.0028950845300595085
1991-05-15,-0.0020027715353513158,0.009553622410418527,0.0037754254375336055
1991-05-16,-0.007116622276648198,0.002075869315164119,-0.0025203764807420394
1991-05-17,-0.004749421144275755,0.0002725208087675197,-0.0022384501677541174
1991-05-20,0.0071945878040941096,-0.006066458756287761,0.0005640645239031743
1991-05-21,-0.009450109685216495,0.003346985562493075,-0.00305156206136171
1991-05-22,-0.0019031160531152102,-0.004690385782990454,-0.003296750918052832
1991-05-23,0.0007789730458743894,-0.002612013538643125,-0.0009165202463843679
1991-05-24,0.0036499474305059197,0.0021574961326523644,0.0029037217815791423
1991-05-28,0.0015306874294826757,0.008185766261844302,0.004858226845663489
1991-05-29,-0.005223002721562148,0.00509698888131547,-6.300692012333907e-05
1991-05-30,-0.0044762135784324345,0.003920362031277929,-0.00027792577357725265
1991-05-31,-0.0026534829280173205,-0.014145732580822091,-0.008399607754419705
1991-06-03,0.009387421787699551,-0.022764456935722027,-0.006688517574011238
1991-06-04,-0.0005882189550963457,0.007559195680193297,0.0034854883625484757
1991-06-05,0.0024991774516185347,-0.006619157294376787,-0.0020599899213791266
1991-06-06,0.003687673849940333,-0.00731585765295962,-0.0018140919015096433
1991-06-07,0.010132607941969426,-0.014136145529136621,-0.0020017687935835974
1991-06-10,0.014179133382342227,0.0038940499163519202,0.009036591649347074
1991-06-11,-0.009224947537777242,-0.002821602320144446,-0.006023274928960844
1991-06-12,0.0058635663968257855,-0.01037137126405601,-0.0022539024336151125
1991-06-13,-0.0023202270732244064,0.00426495691141418,0.0009723649190948867
1991-06-14,-0.007670900341173839,0.005292771971054808,-0.0011890641850595155
1991-06-17,0.002796516074164773,0.006097530746659621,0.004447023410412197
1991-06-18,0.00017120289186896417,-0.0038767451776510462,-0.001852771142891041
1991-06-19,-0.00026290842896769986,-0.006274270994458471,-0.0032685897117130853
1991-06-20,-0.010178788111333433,0.019977253818221335,0.004899232853443951
1991-06-21,0.003050391230390317,0.005323349529524619,0.004186870379957468
1991-06-24,-0.0010923653491398766,-0.012169139042728577,-0.0066307521959342265
1991-06-25,0.0020947269758790684,-0.002675718717988575,-0.00029049587105475327
1991-06-26,0.0004433649718537699,-0.0017012767728468822,-0.0006289559004965562
1991-06-27,-2.6073700955883987e-05,0.014543666497690603,0.00725879639836736
1991-06-28,0.008986656496034055,0.029293582938950142,0.019140119717492098
1991-07-01,-0.0014065280317401955,-0.01420534378638891,-0.007805935909064553
1991-07-02,0.001512033507038292,0.0034136229588797957,0.002462828232959044
1991-07-03,0.0072115860604477205,0.0025701197343333568,0.004890852897390539
1991-07-05,-0.0044941497210894315,-0.00637187853533342,-0.005433014128211426
1991-07-08,-0.0006207886193615334,0.008095538685251686,0.0037373750329450766
1991-07-09,0.002746839543342684,-0.0018079307986678867,0.00046945437233739855
1991-07-10,0.0014262031209581608,-0.0032145449906478963,-0.0008941709348448678
1991-07-11,-0.007703236673325507,0.016472877325249907,0.0043848203259622
1991-07-12,-0.014328371769318164,-0.00428426743764768,-0.009306319603482922
1991-07-15,0.002246914065854363,-0.005160452657369557,-0.001456769295757597
1991-07-16,0.007402049141819505,-0.01217380949625254,-0.0023858801772165174
1991-07-17,0.004094471077127655,-0.0035923191290949314,0.0002510759740163616
1991-07-18,-0.005099097112910582,0.0018769737460779521,-0.001611061683416315
1991-07-19,-0.006460579141776833,0.005097495833250158,-0.0006815416542633374
1991-07-22,0.0064957446871525435,-0.008464802514983336,-0.0009845289139153962
1991-07-23,0.005627489790033009,-0.021919290983944247,-0.008145900596955618
1991-07-24,-0.002705007322721068,0.019726848971463724,0.008510920824371328
1991-07-25,0.0079350358503135,0.00455110247067514,0.00624306916049432
1991-07-26,-0.005258828687117579,-0.005264720010422392,-0.005261774348769985
1991-07-29,-0.0067135425638026845,-0.0043562446859553025,-0.005534893624878993
1991-07-30,-0.0015071950027689194,0.007941447129940821,0.0032171260635859506
1991-07-31,-0.00014543327384487423,0.000734912332428956,0.0002947395292920409
1991-08-01,-0.007386839136582567,-0.008119462195078638,-0.007753150665830603
1991-08-02,0.0036760056049479173,0.03161369909689887,0.017644852350923394
1991-08-05,0.005320370371570381,0.0007707508260426476,0.003045560598806514
1991-08-06,0.0019806045217296495,0.0199253099465004,0.010952957234115025
1991-08-07,0.004935895595387247,0.0035636432534806974,0.004249769424433973
1991-08-08,0.002648614469157605,-0.007689802339171187,-0.0025205939350067905
1991-08-09,0.006482220805619887,-0.003605035129946685,0.0014385928378366011
1991-08-12,-0.0016398640382766733,0.001326397525863678,-0.0001567332562064977
1991-08-13,0.0015560332284842646,0.00789115652769963,0.0047235948780919475
1991-08-14,0.0056289025515508535,0.020956205615253087,0.013292554083401971
1991-08-15,0.005204707991463437,-0.007303650465142001,-0.0010494712368392823
1991-08-16,0.007045361899034998,0.0024467681884466435,0.004746065043740821
1991-08-19,0.021302599211948152,-0.00034519206071047666,0.010478703575618838
1991-08-20,-0.009521965767187054,0.012835178735167067,0.0016566064839900066
1991-08-21,-0.019042905225649713,-0.006292577233727527,-0.01266774122968862
1991-08-22,0.00019547373842920877,-0.002001930018957064,-0.0009032281402639277
1991-08-23,-0.0011264026206946236,-0.00966929296325785,-0.005397847791976237
1991-08-26,-0.0005619190564012963,-0.01310525978865684,-0.006833589422529068
1991-08-27,-0.00015484963441779012,0.006675039454910127,0.003260094910246168
1991-08-28,-0.0018921803991953968,0.013043095036778113,0.005575457318791358
1991-08-29,0.0007856221142636151,0.009632949915300351,0.005209286014781983
1991-08-30,-0.005222147055073014,-0.009560303014363877,-0.0073912250347184455
1991-09-03,-0.003112193060766146,0.0010994014957066396,-0.0010063957825297532
1991-09-04,0.0008556094436893585,0.0011260111961348548,0.0009908103199121067
1991-09-05,0.0007212394428601774,0.0008960300667281459,0.0008086347547941617
1991-09-06,-0.0003925747205488412,0.006025853192450256,0.002816639235950707
1991-09-09,-0.00225807961127067,0.003979544056752714,0.0008607322227410221
1991-09-10,0.0030629237281941187,-0.0015094376367044307,0.000776743045744844
1991-09-11,-0.002461271101462364,-0.0014345757147174085,-0.0019479234080898862
1991-09-12,-0.005789805186958331,0.01135251485456048,0.002781354833801075
1991-09-13,0.004795795027737739,-0.004313883783210208,0.00024095562226376542
1991-09-16,-0.00275794481592207,0.00455926577728505,0.0009006604806814902
1991-09-17,0.001444980019247433,-0.001289529406283493,7.772530648197007e-05
1991-09-18,0.0046467527102374805,-0.0030234386904367714,0.0008116570099003545
1991-09-19,-0.0008587851665594518,0.0015958062612605513,0.00036851054735054977
1991-09-20,-0.0009574443744327651,0.0009436305057736342,-6.906934329565422e-06
1991-09-23,-0.006135596769587034,-0.002373892286081187,-0.00425474452783411
1991-09-24,0.006272049831795018,-0.005416690214692487,0.0004276798085512657
1991-09-25,-0.0008088534917804572,0.0003796144032980146,-0.0002146195442412213
1991-09-26,0.002178114122504906,0.0053201315807805865,0.0037491228516427465
1991-09-27,-0.000585852439788094,0.007946765076785232,0.003680456318498569
1991-09-30,0.0016800319037109292,-0.0005534159295644487,0.0005633079870732403
1991-10-01,0.004136691404454465,0.007385615932062204,0.005761153668258335
1991-10-02,-0.0011296727449243591,-0.005467326638275179,-0.003298499691599769
1991-10-03,-0.0030518980020656995,-0.002350502172493921,-0.00270120008727981
